7,0,53,0,0,0,0,0,0,0
15,0,53,0,0,0,0,0,0,0
22,0,53,0,0,0,0,0,0,0
81,0,53,0,0,0,0,0,0,0
90,0,53,0,0,0,0,0,0,0
97,0,53,0,0,0,0,0,0,0
104,0,53,0,0,0,0,0,0,0
112,0,53,0,0,0,0,0,0,0
120,0,53,0,0,0,0,0,0,0
130,0,53,0,0,0,0,0,0,0
137,0,53,0,0,0,0,0,0,0
144,0,53,0,0,0,0,0,0,0
152,0,53,0,0,0,0,0,0,0
160,0,53,0,0,0,0,0,0,0
167,0,53,0,0,0,0,0,0,0
175,0,53,0,0,0,0,0,0,0
182,0,53,0,0,0,0,0,0,0
190,0,53,0,0,0,0,0,0,0
197,0,53,0,0,0,0,0,0,0
204,0,53,0,0,0,0,0,0,0
212,0,53,0,0,0,0,0,0,0
220,0,53,0,0,0,0,0,0,0
229,0,53,0,0,0,0,0,0,0
236,0,53,0,0,0,0,0,0,0
244,0,53,0,0,0,0,0,0,0
252,0,53,0,0,0,0,0,0,0
260,0,53,0,0,0,0,0,0,0
267,0,53,0,0,0,0,0,0,0
274,0,53,0,0,0,0,0,0,0
282,0,53,0,0,0,0,0,0,0
290,0,53,0,0,0,0,0,0,0
297,0,53,0,0,0,0,0,0,0
304,0,53,0,0,0,0,0,0,0
312,0,53,0,0,0,0,0,0,0
320,0,53,0,0,0,0,0,0,0
329,0,53,0,0,0,0,0,0,0
336,0,53,0,0,0,0,0,0,0
343,0,53,0,0,0,0,0,0,0
351,0,53,0,0,0,0,0,0,0
359,0,53,0,0,0,0,0,0,0
367,0,53,0,0,0,0,0,0,0
375,0,53,0,0,0,0,0,0,0
382,0,53,0,0,0,0,0,0,0
390,0,53,0,0,0,0,0,0,0
399,0,53,0,0,0,0,0,0,0
406,0,53,0,0,0,0,0,0,0
414,0,53,0,0,0,0,0,0,0
421,0,53,0,0,0,0,0,0,0
430,0,53,0,0,0,0,0,0,0
439,0,53,0,0,0,0,0,0,0
446,0,53,0,0,0,0,0,0,0
454,0,53,0,0,0,0,0,0,0
462,0,53,0,0,0,0,0,0,0
470,0,53,0,0,0,0,0,0,0
477,0,53,0,0,0,0,0,0,0
485,0,53,0,0,0,0,0,0,0
492,0,53,0,0,0,0,0,0,0
500,0,53,0,0,0,0,0,0,0
507,0,53,0,0,0,0,0,0,0
515,0,53,0,0,0,0,0,0,0
523,0,53,0,0,0,0,0,0,0
531,0,53,0,0,0,0,0,0,0
540,0,53,0,0,0,0,0,0,0
547,0,53,0,0,0,0,0,0,0
554,0,53,0,0,0,0,0,0,0
562,0,53,0,0,0,0,0,0,0
570,0,53,0,0,0,0,0,0,0
578,0,53,0,0,0,0,0,0,0
586,0,53,0,0,0,0,0,0,0
593,0,53,0,0,0,0,0,0,0
601,0,53,0,0,0,0,0,0,0
609,0,53,0,0,0,0,0,0,0
616,0,53,0,0,0,0,0,0,0
624,0,53,0,0,0,0,0,0,0
632,0,53,0,0,0,0,0,0,0
640,0,53,0,0,0,0,0,0,0
650,0,53,0,0,0,0,0,0,0
657,0,53,0,0,0,0,0,0,0
664,0,53,0,0,0,0,0,0,0
672,0,53,0,0,0,0,0,0,0
680,0,53,0,0,0,0,0,0,0
687,0,53,0,0,0,0,0,0,0
695,0,53,0,0,0,0,0,0,0
702,0,53,0,0,0,0,0,0,0
709,0,53,0,0,0,0,0,0,0
717,0,53,0,0,0,0,0,0,0
724,0,53,0,0,0,0,0,0,0
732,0,53,0,0,0,0,0,0,0
740,0,53,0,0,0,0,0,0,0
747,0,53,0,0,0,0,0,0,0
756,0,53,0,0,0,0,0,0,0
764,0,53,0,0,0,0,0,0,0
771,0,53,0,0,0,0,0,0,0
780,0,53,0,0,0,0,0,0,0
789,0,53,0,0,0,0,0,0,0
797,0,53,0,0,0,0,0,0,0
806,0,53,0,0,0,0,0,0,0
814,0,53,0,0,0,0,0,0,0
822,0,53,0,0,0,0,0,0,0
829,0,53,0,0,0,0,0,0,0
839,0,53,0,0,0,0,0,0,0
846,0,53,0,0,0,0,0,0,0
852,0,53,0,0,0,0,0,0,0
866,9,53,0,3,2216,53,72,0,0
875,20,53,0,3,2780,54,160,1,0
883,27,53,0,3,3550,56,216,3,7864
892,37,55,13,3,3763,58,296,3,36673
902,47,57,76,3,4426,62,376,5,67513
911,55,61,125,3,4188,65,440,4,108098
921,65,66,370,3,3709,70,520,4,148090
930,75,71,477,3,3643,75,600,4,186174
939,83,76,522,3,3449,80,576,4,218138
949,93,81,516,3,3242,85,496,4,256514
958,102,85,501,3,3085,89,424,4,292806
968,112,89,478,3,2932,93,344,4,335046
977,121,93,449,3,2517,96,272,3,372038
985,130,97,418,3,1804,98,200,1,397508
995,140,99,374,3,1400,99,120,0,407123
1004,149,101,332,3,1010,100,48,-1,407123
1013,158,101,332,3,-1137,100,0,-1,398115
1022,166,103,161,3,-1228,100,0,-3,389937
1030,175,103,161,3,-1239,100,0,-3,362310
1040,185,103,161,3,-1251,100,0,-3,331815
1051,0,102,46,0,0,0,0,0,0
1061,0,103,35,0,0,0,0,0,0
1069,0,102,0,0,0,0,0,0,0
1079,0,102,0,0,0,0,0,0,0
1086,0,102,0,0,0,0,0,0,0
1094,0,102,0,0,0,0,0,0,0
1102,0,102,0,0,0,0,0,0,0
1110,0,102,0,0,0,0,0,0,0
1117,0,102,-9,0,0,0,0,0,0
1125,0,102,-9,0,0,0,0,0,0
1132,0,102,-9,0,0,0,0,0,0
1140,0,102,-9,0,0,0,0,0,0
1149,0,102,-9,0,0,0,0,0,0
1156,0,102,-9,0,0,0,0,0,0
1164,0,102,-9,0,0,0,0,0,0
1171,0,102,0,0,0,0,0,0,0
1180,0,102,0,0,0,0,0,0,0
1187,0,102,0,0,0,0,0,0,0
1196,0,102,0,0,0,0,0,0,0
1203,0,102,0,0,0,0,0,0,0
1211,0,102,0,0,0,0,0,0,0
1219,0,102,-6,0,0,0,0,0,0
1227,0,102,-6,0,0,0,0,0,0
1234,0,102,-6,0,0,0,0,0,0
1242,0,102,-6,0,0,0,0,0,0
1250,0,102,-6,0,0,0,0,0,0
1257,0,102,-6,0,0,0,0,0,0
1264,0,102,-6,0,0,0,0,0,0
1272,0,102,0,0,0,0,0,0,0
1280,0,102,0,0,0,0,0,0,0
1290,0,102,0,0,0,0,0,0,0
1366,0,102,0,0,0,0,0,0,0
1376,0,102,0,0,0,0,0,0,0
1383,0,102,0,0,0,0,0,0,0
1390,0,102,0,0,0,0,0,0,0
1399,0,102,0,0,0,0,0,0,0
1409,0,102,0,0,0,0,0,0,0
1416,0,102,0,0,0,0,0,0,0
1424,0,102,0,0,0,0,0,0,0
1431,0,102,0,0,0,0,0,0,0
1440,0,102,0,0,0,0,0,0,0
1447,0,102,0,0,0,0,0,0,0
1454,0,102,0,0,0,0,0,0,0
1462,0,102,0,0,0,0,0,0,0
1470,0,102,0,0,0,0,0,0,0
1479,0,102,0,0,0,0,0,0,0
1486,0,102,0,0,0,0,0,0,0
1494,0,102,0,0,0,0,0,0,0
1501,0,102,0,0,0,0,0,0,0
1510,0,102,0,0,0,0,0,0,0
1517,0,102,0,0,0,0,0,0,0
1524,0,102,0,0,0,0,0,0,0
1532,0,102,0,0,0,0,0,0,0
1540,0,102,0,0,0,0,0,0,0
1548,0,102,0,0,0,0,0,0,0
1556,0,102,0,0,0,0,0,0,0
1563,0,102,0,0,0,0,0,0,0
1570,0,102,0,0,0,0,0,0,0
1579,0,102,0,0,0,0,0,0,0
1586,0,102,0,0,0,0,0,0,0
1594,0,102,0,0,0,0,0,0,0
1601,0,102,0,0,0,0,0,0,0
1610,0,102,0,0,0,0,0,0,0
1617,0,102,0,0,0,0,0,0,0
1626,0,102,0,0,0,0,0,0,0
1634,0,102,0,0,0,0,0,0,0
1642,0,102,0,0,0,0,0,0,0
1650,0,102,0,0,0,0,0,0,0
1658,0,102,0,0,0,0,0,0,0
1666,0,102,0,0,0,0,0,0,0
1674,0,102,0,0,0,0,0,0,0
1683,0,102,0,0,0,0,0,0,0
1690,0,102,0,0,0,0,0,0,0
1699,0,102,0,0,0,0,0,0,0
1706,0,102,0,0,0,0,0,0,0
1714,0,102,0,0,0,0,0,0,0
1722,0,102,0,0,0,0,0,0,0
1729,0,102,0,0,0,0,0,0,0
1737,0,102,0,0,0,0,0,0,0
1745,0,102,0,0,0,0,0,0,0
1753,0,102,0,0,0,0,0,0,0
1760,0,102,0,0,0,0,0,0,0
1769,0,102,0,0,0,0,0,0,0
1777,0,102,0,0,0,0,0,0,0
1787,0,102,0,0,0,0,0,0,0
1794,0,102,0,0,0,0,0,0,0
1802,0,102,0,0,0,0,0,0,0
1810,0,102,0,0,0,0,0,0,0
1820,0,102,0,0,0,0,0,0,0
1827,0,102,0,0,0,0,0,0,0
1834,0,102,0,0,0,0,0,0,0
1842,0,102,0,0,0,0,0,0,0
1850,0,102,0,0,0,0,0,0,0
1859,0,102,0,0,0,0,0,0,0
1866,0,102,0,0,0,0,0,0,0
1874,0,102,0,0,0,0,0,0,0
1880,0,102,0,0,0,0,0,0,0
1890,0,102,0,0,0,0,0,0,0
1897,0,102,0,0,0,0,0,0,0
1905,0,102,0,0,0,0,0,0,0
1912,0,102,0,0,0,0,0,0,0
1920,0,102,0,0,0,0,0,0,0
1927,0,102,0,0,0,0,0,0,0
1934,0,102,0,0,0,0,0,0,0
1942,0,102,0,0,0,0,0,0,0
1950,0,102,0,0,0,0,0,0,0
1959,0,102,0,0,0,0,0,0,0
1966,0,102,0,0,0,0,0,0,0
1974,0,102,0,0,0,0,0,0,0
1981,0,102,0,0,0,0,0,0,0
1991,0,102,0,0,0,0,0,0,0
1999,0,102,0,0,0,0,0,0,0
2006,0,102,0,0,0,0,0,0,0
2014,0,102,0,0,0,0,0,0,0
2022,0,102,0,0,0,0,0,0,0
2030,0,102,0,0,0,0,0,0,0
2037,0,102,0,0,0,0,0,0,0
2044,0,102,0,0,0,0,0,0,0
2053,0,102,0,0,0,0,0,0,0
2066,9,102,0,3,-2516,101,-72,-1,0
2075,20,102,0,3,-3084,100,-160,-2,-10669
2083,27,102,0,3,-3852,98,-216,-4,-10669
2093,37,100,-16,3,-4044,96,-296,-4,-10669
2101,45,96,-45,3,-3861,93,-360,-3,-42269
2110,55,92,-71,3,-4035,89,-440,-3,-71045
2120,65,86,-502,3,-2694,84,-520,-2,-101453
2130,75,80,-573,3,-2429,79,-600,-1,-121163
2140,84,76,-558,3,-2778,74,-600,-2,-130608
2149,93,72,-485,3,-3183,69,-560,-3,-147320
2159,102,68,-458,3,-3360,64,-488,-4,-176237
2170,113,62,-454,3,-2826,59,-400,-3,-220821
2179,122,58,-476,3,-2554,55,-328,-3,-247713
2187,131,54,-481,3,-1734,53,-256,-1,-273933
2196,141,50,-470,3,-931,51,-176,1,-283515
2205,150,46,-382,3,-75,50,-104,4,-274627
2213,158,46,-382,3,-170,49,-40,3,-242831
2222,166,44,-300,3,2613,50,0,6,-218012
2230,175,44,-300,3,2635,50,0,6,-163358
2242,0,45,-59,0,0,0,0,0,0
2250,0,45,-59,0,0,0,0,0,0
2259,0,47,53,0,0,0,0,0,0
2266,0,46,38,0,0,0,0,0,0
2274,0,46,38,0,0,0,0,0,0
2282,0,46,38,0,0,0,0,0,0
2290,0,46,38,0,0,0,0,0,0
2297,0,46,38,0,0,0,0,0,0
2305,0,46,38,0,0,0,0,0,0
2313,0,46,38,0,0,0,0,0,0
2320,0,46,12,0,0,0,0,0,0
2329,0,46,12,0,0,0,0,0,0
2336,0,46,12,0,0,0,0,0,0
2344,0,46,12,0,0,0,0,0,0
2352,0,46,12,0,0,0,0,0,0
2360,0,46,12,0,0,0,0,0,0
2367,0,46,0,0,0,0,0,0,0
2374,0,46,0,0,0,0,0,0,0
2382,0,46,0,0,0,0,0,0,0
2390,0,46,0,0,0,0,0,0,0
2397,0,46,0,0,0,0,0,0,0
2404,0,46,0,0,0,0,0,0,0
2412,0,46,0,0,0,0,0,0,0
2420,0,46,-6,0,0,0,0,0,0
2429,0,46,-6,0,0,0,0,0,0
2437,0,46,-6,0,0,0,0,0,0
2445,0,46,-6,0,0,0,0,0,0
2452,0,46,-6,0,0,0,0,0,0
2460,0,46,-6,0,0,0,0,0,0
2467,0,46,0,0,0,0,0,0,0
2474,0,46,0,0,0,0,0,0,0
2482,0,46,0,0,0,0,0,0,0
2490,0,46,0,0,0,0,0,0,0
2498,0,46,0,0,0,0,0,0,0
2506,0,46,0,0,0,0,0,0,0
2513,0,46,0,0,0,0,0,0,0
2522,0,46,0,0,0,0,0,0,0
2530,0,46,0,0,0,0,0,0,0
2537,0,46,0,0,0,0,0,0,0
2545,0,46,0,0,0,0,0,0,0
2552,0,46,0,0,0,0,0,0,0
2561,0,46,0,0,0,0,0,0,0
2569,0,46,0,0,0,0,0,0,0
2576,0,46,0,0,0,0,0,0,0
2584,0,46,0,0,0,0,0,0,0
2592,0,46,0,0,0,0,0,0,0
2600,0,46,0,0,0,0,0,0,0
2607,0,46,0,0,0,0,0,0,0
2614,0,46,0,0,0,0,0,0,0
2622,0,46,0,0,0,0,0,0,0
2629,0,46,0,0,0,0,0,0,0
2639,0,46,0,0,0,0,0,0,0
2646,0,46,0,0,0,0,0,0,0
2654,0,46,0,0,0,0,0,0,0
2661,0,46,0,0,0,0,0,0,0
2670,0,46,0,0,0,0,0,0,0
2677,0,46,0,0,0,0,0,0,0
2684,0,46,0,0,0,0,0,0,0
2692,0,46,0,0,0,0,0,0,0
2700,0,46,0,0,0,0,0,0,0
2707,0,46,0,0,0,0,0,0,0
2714,0,46,0,0,0,0,0,0,0
2722,0,46,0,0,0,0,0,0,0
2729,0,46,0,0,0,0,0,0,0
2739,0,46,0,0,0,0,0,0,0
2746,0,46,0,0,0,0,0,0,0
